provider_id,facility_name,address,city,state,zip_code,area_type,total_beneficiaries,total_discharges
60031,Penrose Hospital,2222 N Nevada Ave,Colorado Springs,CO,80907,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4282,5427
60032,Rose Medical Center,4567 E 9th Ave,Denver,CO,80220,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1161,1411
60034,Swedish Medical Center,501 E Hampden Ave,Englewood,CO,80113,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2913,3564
60044,St Elizabeth Hospital,1000 Lincoln St,Fort Morgan,CO,80701,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",167,210
60049,Uchealth Yampa Valley Medical Center,1024 Central Park Dr,Steamboat Springs,CO,80487,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",272,310
60054,Community Hospital,2351 'g' Rd,Grand Junction,CO,81505,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",482,580
60064,Adventhealth Porter,2525 S Downing St,Denver,CO,80210,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1258,1506
60065,North Suburban Medical Center,9191 Grant St,Thornton,CO,80229,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",726,915
60071,Delta County Memorial Hospital,1501 E 3rd St,Delta,CO,81416,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",347,433
60075,Valley View Hospital Association,1906 Blake Ave,Glenwood Springs,CO,81601,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",754,953
60076,Sterling Regional Medcenter,615 Fairhurst St,Sterling,CO,80751,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",232,286
60096,Vail Health Hospital,181 W Meadow Dr,Vail,CO,81657,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",410,447
60100,"Medical Center Of Aurora, The",1501 S Potomac St,Aurora,CO,80012,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2266,2871
60103,Adventhealth Avista,100 Health Park Dr,Louisville,CO,80027,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",437,493
60104,St Anthony North Hospital,14300 Orchard Pkwy,Westminster,CO,80023,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1086,1435
60107,National Jewish Health,1400 Jackson St,Denver,CO,80206,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",22,25
60112,Sky Ridge Medical Center,10101 Ridgegate Pkwy,Lone Tree,CO,80124,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2193,2751
60113,Adventhealth Littleton,7700 S Broadway,Littleton,CO,80122,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1695,2210
60114,Adventhealth Parker,9395 Crown Crest Blvd,Parker,CO,80138,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1456,1823
60116,Intermountain Health Good Samaritan Hospital,200 Exempla Cir,Lafayette,CO,80026,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",805,998
60117,"Animas Surgical Hospital, Llc","575 Rivergate Ln, Unit 100",Durango,CO,81301,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",51,53
60118,St Anthony Summit Hospital,340 Peak One Dr,Frisco,CO,80443,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",177,194
60119,Medical Center Of The Rockies,2500 Rocky Mountain Ave,Loveland,CO,80538,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2973,3575
60124,Orthocolorado Hosp At St Anthony Med Campus,11650 W 2nd Pl,Lakewood,CO,80228,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,294
60125,Adventhealth Castle Rock,2350 Meadows Blvd,Castle Rock,CO,80109,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",686,855
60126,Banner Fort Collins Medical Center,4700 Lady Moon Dr,Fort Collins,CO,80528,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",82,92
60128,Longs Peak Hospital,1750 E Ken Pratt Blvd,Longmont,CO,80504,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",953,1208
60129,Uchealth Broomfield Hospital,11820 Destination Dr,Broomfield,CO,80021,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",124,138
60130,Uchealth Grandview Hospital,5623 Pulpit Peak View,Colorado Springs,CO,80918,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",128,129
60131,Uchealth Greeley Hospital,6767 W 29th St,Greeley,CO,80634,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",857,1080
60132,Uchealth Highlands Ranch Hospital,1500 Park Central Dr,Highlands Ranch,CO,80129,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1308,1677
70002,Saint Francis Hospital & Medical Center,114 Woodland Street & 500 Blue Hills Avenue,Hartford,CT,6105,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2979,4014
70003,Day Kimball Hospital,320 Pomfret Street,Putnam,CT,6260,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",561,752
70004,Sharon Hospital,50 Hospital Hill Road,Sharon,CT,6069,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",429,561
70005,Waterbury Hospital,64 Robbins St,Waterbury,CT,6721,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1658,2385
70006,Stamford Hospital,One Hospital Plaza,Stamford,CT,6904,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2574,3663
70007,Lawrence & Memorial Hospital,365 Montauk Ave,New London,CT,6320,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2115,2969
70008,Johnson Memorial Hospital,201 Chestnut Hill Road,Stafford Springs,CT,6076,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",243,283
70010,Bridgeport Hospital,267 Grant Street,Bridgeport,CT,6610,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3345,4861
70011,Charlotte Hungerford Hospital,540 Litchfield St,Torrington,CT,6790,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1150,1781
70012,Rockville General Hospital,31 Union St,Rockville,CT,6066,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70,78
70016,Saint Mary's Hospital,56 Franklin Street,Waterbury,CT,6706,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1326,1776
70017,Midstate Medical Center,435 Lewis Avenue,Meriden,CT,6450,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1734,2354
70018,Greenwich Hospital Association -,5 Perryridge Rd,Greenwich,CT,6830,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2274,3211
70020,Middlesex Hospital,28 Crescent St,Middletown,CT,6457,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2177,3009
70021,Windham Comm Mem Hosp & Hatch Hosp,112 Mansfield Avenue,Willimantic,CT,6226,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",503,673
70022,Yale-New Haven Hospital,20 York St,New Haven,CT,6504,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7994,11721
70024,William W Backus Hospital,326 Washington St,Norwich,CT,6360,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2008,2780
70025,Hartford Hospital,80 Seymour Street,Hartford,CT,6102,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6563,8989
70027,Manchester Memorial Hospital,71 Haynes St,Manchester,CT,6040,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",920,1214
70028,St Vincent's Medical Center,2800 Main St,Bridgeport,CT,6606,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2161,2853
70029,Bristol Hospital,41 Brewster Rd,Bristol,CT,6010,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",657,941
70031,Griffin Hospital,130 Division St,Derby,CT,6418,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1057,1374
70033,Danbury Hospital,24 Hospital Ave,Danbury,CT,6810,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4352,6357
70034,Norwalk Hospital,24 Stevens Street,Norwalk,CT,6856,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2110,3119
70035,"Hospital Of Central Connecticut, The",100 Grand Street,New Britain,CT,6050,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2106,2963
70036,John Dempsey Hospital,263 Farmington Ave,Farmington,CT,6032,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1664,2286
80001,Christianacare,4755 Ogletown-Stanton Road,Newark,DE,19718,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12755,18103
80003,St Francis Hospital,7th And Clayton Sts,Wilmington,DE,19805,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",653,805
80004,"Bayhealth Medical Center, Kent Campus",640 S State Street,Dover,DE,19901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3154,4444
80006,"Tidalhealth Nanticoke, Inc.",801 Middleford Rd,Seaford,DE,19973,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1243,1604
80007,Beebe Medical Center,424 Savannah Rd,Lewes,DE,19958,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",3753,5144
80009,"Bayhealth Hospital, Sussex Campus",100 Wellness Way,Milford,DE,19963,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1511,2026
90001,George Washington Univ Hospital,900 23rd St Nw,Washington,DC,20037,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2840,3615
90003,Howard University Hospital,2041 Georgia Ave Nw,Washington,DC,20060,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1153,1456
90004,Medstar Georgetown University Hospital,3800 Reservoir Rd,Washington,DC,20007,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3703,4639
90005,Sibley Memorial Hospital,5255 Loughboro Rd Nw,Washington,DC,20016,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2724,3425
90008,United Medical Center,1310 Southern Avenue  Se,Washington,DC,20032,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",589,746
90011,Medstar Washington Hospital Center,110 Irving Street Nw,Washington,DC,20010,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6737,8467
100001,Uf Health Jacksonville,655 W 8th St,Jacksonville,FL,32209,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2843,3882
100002,Bethesda Hospital East,2815 S Seacrest Blvd,Boynton Beach,FL,33435,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3750,4950
100006,Orlando Health Orlando Regional Medical Center,52 W Underwood St,Orlando,FL,32806,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10000,13724
100007,Adventhealth Orlando,601 E Rollins St,Orlando,FL,32803,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",21328,32307
100008,Baptist Hospital Of Miami,8900 N Kendall Dr,Miami,FL,33176,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3817,5250
100012,Lee Memorial Hospital,2776 Cleveland Ave,Fort Myers,FL,33901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6423,8178
100014,Adventhealth New Smyrna Beach,401 Palmetto St,New Smyrna Beach,FL,32170,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1542,2010
100017,Halifax Health Medical Center,303 N Clyde Morris Blvd,Daytona Beach,FL,32114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3177,4265
100018,Naples Community Hospital,350 7th St N,Naples,FL,34102,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8380,11470
100019,Holmes Regional Medical Center,1350 S Hickory St,Melbourne,FL,32901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5602,7620
100022,Jackson Memorial Hospital,1611 Nw 12th Ave,Miami,FL,33136,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4321,5714
100023,Hca Florida Citrus Hospital,502 W Highland Blvd,Inverness,FL,34452,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2759,3818
100025,Ascension Sacred Heart Pensacola,5151 N 9th Ave,Pensacola,FL,32504,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4239,5724
100026,Ascension Sacred Heart Bay,615 N Bonita Ave,Panama City,FL,32401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2078,2687
100028,Parrish Medical Center,951 N Washington Ave,Titusville,FL,32796,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",963,1243
100029,Steward North Shore Medical Center,1100 Nw 95th St,Miami,FL,33150,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1471,2037
100030,Orlando Health-Health Central Hospital,10000 W Colonial Dr,Ocoee,FL,34761,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2073,2946
